"SCHOOLID" "STUDID" "ST03Q02" "ST03Q03" "ST01Q01" "ST02Q01" "ST04Q01" "ST05Q01" "ST12Q01" "ST16Q01" "ST27Q01" "ST27Q02" "ST27Q03" "ST27Q04" "ST27Q05" "ST27Q06" "ST27Q07" "ST27Q08" "ST27Q09" "ST27Q10" "ST27Q11" "ST27Q12" "ST27Q13" "age" "ICTHOME" "ICTSCH" "ENTUSE" "HOMSCH" "USESCH" "HIGHCONF" "ATTCOMP" "joyread" "wealth" "divread" "onlnread" "schclim" "studrel" "libuse" "HISEI" "ESCS" "W_FSTUWT" "stuwt" "urban" "region" "ST43N01" "ST43N02" "ST43N04" "ST43N05" "ST43N06" "ST47N01" "ST47N02" "ST47N03" "readscore" "mathscore" "sciescore" "natlang" "math"
"331" 1011 21 1 1994 8 1 2 3 1 1 3 2 3 2 3 3 4 3 3 3 4 2 2 15.25 -0.1488 0.4655 0.6903 -0.0907 0.1155 1.6189 -0.108 1.4768 0.1345 1.2062 0.5861 0.0185 0.1656 0.4513 69 0.9613 16.6066 1.56979558433529 1 1 1 1 2 1 2 2 1 2 657.422 625.184 673.2 9 10
"332" 1011 22 8 1993 9 1 2 3 1 1 3 2 3 3 2 4 3 2 4 2 4 2 3 15.67 1.4147 0.8015 1.2324 0.1513 0.6785 1.6189 0.8605 0.1798 0.1345 0.9681 1.6152 0.0185 0.1656 -0.0497 69 1.023 13.2116 1.24887161381644 1 1 1 1 2 2 2 2 1 2 604.11 565.83 590.488 8 9
"333" 1011 23 6 1993 9 1 2 3 1 1 3 2 3 3 2 4 3 2 1 3 3 2 1 15.83 -0.1488 0.0914 0.5469 -0.0907 0.6785 -1.3011 -0.7516 -0.3675 -0.4797 -0.6951 -0.2726 1.0878 0.1656 -0.0497 43 -0.0231 13.2116 1.24887161381644 1 1 1 1 2 2 2 2 2 2 557.934 612.562 614.456 6 4
"334" 1011 24 2 1993 9 1 2 3 NA 1 4 4 4 4 2 4 1 3 4 3 4 2 4 16.17 0.6354 0.8015 0.4122 0.5289 0.8847 0.2774 -0.7516 0.5421 0.1345 1.2062 1.9487 2.0085 1.7754 -0.2164 38 0.3301 13.2116 1.24887161381644 1 1 1 1 2 1 2 2 2 2 633.21 609.916 641.124 9 10
"335" 1011 25 7 1993 9 1 2 3 1 1 3 3 3 3 2 2 1 2 2 2 3 2 2 15.75 1.4147 0.0914 0.4122 0.3515 1.1631 -0.5313 -0.7516 -1.0365 1.9172 0.3405 0.2369 -0.4352 -0.8731 -1.7718 88 1.9733 13.2116 1.24887161381644 1 1 1 1 1 2 2 3 2 3 512.718 607.968 567.084 8 10
"336" 1011 26 4 1993 9 1 2 3 1 1 3 2 4 3 2 2 2 3 3 2 4 2 1 16 0.1906 0.0914 0.8587 -0.4112 1.0721 -0.5313 -1.4169 NA -0.1771 0.75 0.4111 -0.4352 0.1656 -0.8644 51 0.4434 13.2116 1.24887161381644 1 1 1 1 1 2 2 2 2 2 570.68 549.47 578.74 8 7
"337" 1011 27 5 1993 9 1 2 3 1 NA 3 2 3 2 2 3 2 1 3 1 3 1 1 15.92 -0.4363 0.0914 -0.5047 -0.4112 -0.0975 -0.7351 -1.4169 0.0665 -1.359 0.5436 -0.7747 -0.4352 0.6661 -0.8644 69 0.6503 13.2116 1.24887161381644 1 1 1 1 2 2 2 2 2 2 635.298 594.802 623.592 8 9
"338" 1011 28 5 1993 9 1 2 3 1 1 3 3 4 3 4 4 4 3 4 3 4 2 3 15.92 1.4147 0.8015 -0.7905 -0.0907 0.1155 -1.1129 -0.108 0.5421 0.4683 0.9681 -0.7747 2.0085 1.3809 0.0805 71 1.3769 13.2116 1.24887161381644 1 1 1 1 2 1 2 2 1 1 628.962 617.548 644.944 8 10
"339" 1011 30 1 1994 8 1 2 3 1 1 1 2 3 1 1 2 1 1 2 1 3 2 1 15.25 1.4147 0.0914 0.2807 -1.9204 0.2879 -0.307 -0.108 -1.1624 -0.1771 NA NA NA -0.6255 -0.8644 71 1.0188 16.6066 1.56979558433529 1 1 1 1 2 2 2 3 3 3 581.662 600.49 600.188 6 6
"340" 1011 31 8 1993 9 1 2 3 1 1 2 1 3 4 2 2 1 2 3 2 3 2 4 15.67 -0.4363 1.1741 1.5083 0.6925 1.6305 0.2774 0.8605 -0.3675 -0.1771 0.5436 2.449 NA -0.6255 -0.4562 70 1.1593 13.2116 1.24887161381644 1 1 1 1 2 1 2 2 3 3 472.636 514.184 531.272 7 7
"341" 1011 32 12 1993 9 1 2 3 1 1 3 3 3 3 2 2 2 2 2 3 3 2 2 15.33 1.4147 0.0914 -0.3689 0.3515 0.2879 -1.4978 -0.7516 -0.1533 -1.0752 -0.2655 -0.9506 NA 0.1656 0.2382 88 1.4268 13.2116 1.24887161381644 1 1 1 1 2 2 2 2 2 2 397.678 425.62 424.694 7 6
"342" 1011 33 11 1993 9 1 2 3 1 1 3 2 4 1 1 4 2 1 3 1 4 1 1 15.42 0.6354 0.0914 0.0243 -0.4112 0.1155 -0.9268 -0.7516 -0.2604 0.1345 0.1407 -0.2726 -0.821 0.6661 -0.8644 71 1.188 13.2116 1.24887161381644 1 1 1 1 2 1 2 3 3 3 695.42 679.008 686.626 9 10
"343" 1011 34 6 1993 9 1 2 3 1 1 3 4 3 3 1 3 2 1 2 2 3 2 1 15.83 0.6354 0.8015 1.2324 1.5659 1.9827 -0.0459 -0.108 NA 0.1345 -0.0608 0.5861 -0.4352 -0.3082 1.1332 51 0.3624 13.2116 1.24887161381644 1 1 1 1 1 2 2 2 2 2 548.314 511.694 550.11 9 6
"344" 1011 35 3 1993 9 1 2 3 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 16.08 1.4147 0.0914 0.0243 -1.9204 0.6785 -2.7219 -0.7516 -2.4469 0.4683 -0.0608 -0.9506 -0.821 -2.8994 -1.8467 56 0.5873 13.2116 1.24887161381644 1 1 1 1 2 2 2 4 4 4 494.442 483.728 491.832 7 9
"345" 1012 1 11 1993 9 1 1 3 3 1 3 2 3 2 4 3 3 2 3 2 2 2 3 15.42 1.4147 -1.4862 0.0243 -0.0907 0.4339 -0.0459 0.8605 -0.2604 0.4683 0.75 -0.1049 -0.4352 -0.6255 0.675 56 0.8479 12.7311 1.20345071018336 1 1 1 1 2 2 2 2 3 2 509.986 523.534 555.148 8 7
"346" 1012 2 11 1993 9 1 1 2 2 1 1 1 1 1 2 1 1 1 1 2 1 2 1 15.42 0.1906 0.8015 -0.105 -0.4112 0.2879 -0.5313 -0.108 -0.4746 0.4683 1.4775 0.0646 -0.4352 -0.8731 -0.2164 38 -0.4279 12.7311 1.20345071018336 1 1 1 1 2 2 2 3 3 3 488.458 503.824 464.602 7 5
"347" 1012 3 1 1994 9 1 1 3 1 1 3 1 4 3 3 4 4 1 3 2 4 1 1 15.25 -0.4363 -1.1122 -0.2364 -0.9077 -0.0975 -1.1129 -2.4405 2.2383 -1.0752 0.1407 -0.2726 0.0185 -1.2896 0.5279 66 0.6386 12.7311 1.20345071018336 1 1 1 1 2 1 2 3 2 3 608.252 577.202 659.4 8 6
"348" 1012 5 8 1993 9 1 1 2 1 4 2 1 1 1 1 2 2 1 2 2 3 1 1 15.67 -0.4363 0.8015 -0.5047 -0.9077 -0.3782 -1.3011 -0.108 -0.3675 -0.7797 -0.0608 -0.7747 -0.821 0.1656 -0.4562 60 -0.9341 12.7311 1.20345071018336 1 1 1 1 1 2 2 3 3 3 508.318 544.174 556.266 8 7
"349" 1012 6 7 1993 9 1 1 3 1 1 3 2 2 1 2 2 1 1 2 3 3 2 1 15.75 0.1906 0.0914 -0.3689 -0.4112 0.4339 -0.307 0.8605 -1.1624 1.9172 -0.2655 -0.4393 -0.4352 -1.0885 -0.2164 51 1.1719 12.7311 1.20345071018336 1 1 1 1 1 2 2 1 1 1 463.91 463.008 443.808 8 6
"350" 1012 7 12 1993 9 1 1 3 2 1 3 3 2 1 1 3 2 1 2 1 4 1 1 15.33 1.4147 0.8015 0.2807 -0.4112 0.6785 -0.7351 -0.108 -0.6909 0.4683 0.75 1.3591 -0.4352 -0.3082 -0.0497 69 1.1305 12.7311 1.20345071018336 1 1 1 1 2 2 2 3 3 3 594.906 590.598 634.222 9 7
"351" 1012 8 3 1993 9 1 1 3 1 1 2 2 2 2 1 3 3 2 2 2 2 3 2 16.08 -0.6915 0.8015 0.2807 -0.4112 0.1155 -1.3011 0.8605 -0.5824 -1.359 -0.0608 0.0646 -0.821 -0.6255 -0.4562 43 -0.241 12.7311 1.20345071018336 1 1 1 2 2 2 2 3 2 2 499.262 494.324 531.93 6 7
"352" 1012 10 1 1994 8 1 1 1 1 2 2 1 1 1 1 3 1 1 2 1 1 1 1 15.25 -0.6915 0.4655 0.1525 -0.9077 0.1155 1.6189 -0.7516 -0.6909 -0.4797 0.75 0.4111 -1.1303 -1.0885 -0.8644 38 -0.8723 13.2184 1.24951440704163 1 1 1 1 1 2 2 3 3 2 496.322 478.122 527.638 8 6
"353" 1012 11 3 1993 9 1 1 3 1 1 3 2 1 2 1 3 2 1 3 1 2 1 2 16.08 -0.1488 0.4655 -0.2364 -0.9077 -0.0975 -0.9268 -0.7516 0.8127 -1.0752 0.5436 -0.1049 -0.4352 -1.2896 -0.2164 69 0.6503 12.7311 1.20345071018336 1 1 1 1 2 1 2 2 1 2 617.628 603.84 626.576 8 9
"354" 1012 12 5 1993 9 1 1 3 1 1 4 4 4 2 2 4 4 2 3 2 4 2 3 15.92 -0.6915 1.4984 0.0243 -0.4112 0.1155 -1.4978 -0.7516 0.8127 1.3021 -0.0608 0.0646 2.0085 -0.3082 0.1892 60 0.9925 12.7311 1.20345071018336 1 1 1 1 1 1 2 2 2 3 621.282 630.09 651.286 9 9
"355" 1012 13 6 1993 9 1 1 3 NA 1 4 1 4 1 4 4 3 1 4 1 3 1 3 15.83 NA NA -0.2364 NA NA 0.2774 -0.108 -0.2604 -0.0378 0.5436 0.4111 -0.821 -0.3082 0.675 56 0.0472 12.7311 1.20345071018336 1 1 1 1 1 2 2 2 2 2 489.172 505.85 475.324 8 6
"356" 1012 14 1 1994 8 1 1 3 1 1 4 2 3 2 2 4 3 2 3 2 3 2 4 15.25 -1.1425 0.0914 -0.3689 0.1513 -0.3782 -1.1129 -0.108 0.6743 -0.7797 0.75 0.2369 1.0878 0.1656 0.4513 51 0.2837 13.2184 1.24951440704163 1 1 1 1 2 1 2 2 2 2 525.318 489.958 546.568 8 8
"357" 1012 15 7 1993 9 1 1 3 4 1 4 1 2 1 1 3 2 1 3 2 2 1 1 15.75 -0.1488 0.8015 0.1525 -0.9077 0.7846 -0.7351 -0.108 -0.0441 -0.4797 -0.9298 -0.2726 -0.821 -1.2896 -1.8467 37 -0.0404 12.7311 1.20345071018336 1 1 1 1 2 2 2 2 3 3 481.944 456.23 489.5 7 5
"358" 1012 16 10 1993 9 1 1 3 1 1 3 3 3 4 1 2 2 2 3 3 2 3 2 15.5 0.1906 0.8015 0.5469 1.1743 -0.0975 -0.5313 -0.7516 0.5421 0.1345 0.3405 0.4111 0.0185 -1.0885 0.675 51 0.7041 12.7311 1.20345071018336 1 1 1 1 2 2 2 2 2 2 497.278 453.66 481.572 7 6
"359" 1012 17 1 1994 8 1 1 2 4 1 4 4 3 2 1 2 2 2 2 2 4 1 2 15.25 -0.1488 0.0914 0.4122 -0.9077 -0.3782 -0.307 0.8605 0.5421 0.1345 -0.477 0.5861 0.5091 -1.0885 0.0805 49 0.7439 13.2184 1.24951440704163 1 1 1 1 2 1 2 1 2 2 562.892 595.584 622.286 9 8
"360" 1012 18 11 1993 9 1 1 1 1 2 3 2 2 3 1 3 1 2 4 4 4 3 4 15.42 -0.1488 0.8015 0.0243 0.1513 -0.0975 -1.1129 0.8605 0.6743 -0.1771 1.8072 0.0646 1.0878 0.6661 1.0494 51 0.0661 12.7311 1.20345071018336 1 1 1 1 2 2 2 1 2 1 627 594.96 669.47 9 8
"361" 1012 19 8 1993 9 1 2 3 3 1 3 2 3 3 1 1 1 1 3 1 4 2 1 15.67 -1.5625 -0.3413 0.6903 -0.9077 0.2879 0.7331 0.8605 -1.6151 -1.8697 -0.2655 -0.7747 0.5091 0.1656 -0.0497 30 -1.4804 14.5401 1.37445261376763 1 1 1 1 2 2 2 3 3 2 552.084 582.106 590.396 5 5
"362" 1012 20 8 1993 9 1 2 2 3 1 3 2 2 2 2 4 2 2 4 2 4 2 2 15.67 -0.4363 0.8015 0.4122 -0.0907 0.1155 -0.9268 0.8605 -0.2604 0.8459 0.1407 0.7648 1.0878 0.1656 0.6019 70 0.9098 14.5401 1.37445261376763 1 1 1 1 2 2 2 2 2 2 522.182 575.874 575.288 7 6
"363" 1012 22 8 1993 9 1 2 3 1 1 2 1 2 1 1 2 1 1 3 1 1 1 2 15.67 0.1906 0.8015 0.4122 NA NA -0.9268 0.8605 -0.2604 0.8459 0.3405 -0.2726 -0.4352 -1.0885 -1.8467 70 1.4555 14.5401 1.37445261376763 1 1 1 1 2 1 2 3 1 4 544.304 619.886 615.104 8 9
"364" 1012 24 11 1993 9 1 2 3 1 1 3 3 3 3 2 3 3 3 3 3 3 2 2 15.42 1.4147 0.8015 1.0216 -0.9077 0.4339 0.2774 0.8605 -0.1533 0.8459 1.2062 -0.1049 -0.821 -1.7021 -0.2164 79 1.607 14.5401 1.37445261376763 1 1 1 1 1 2 2 3 2 2 491.074 540.2 588.064 7 7
"365" 1012 25 4 1993 9 1 2 3 1 1 2 3 2 3 2 4 1 1 3 2 1 2 3 16 1.4147 0.8015 0.6903 0.1513 0.2879 1.6189 0.8605 -0.4746 0.8459 0.75 -0.4393 0.5091 0.1656 0.1892 50 0.7048 14.5401 1.37445261376763 1 1 1 1 1 2 2 3 3 3 508.23 587.564 575.478 9 9
"366" 1012 26 11 1993 9 1 2 3 1 1 2 2 3 2 2 2 1 1 1 1 3 1 1 15.42 0.1906 -0.2359 1.0216 -0.9077 0.2879 1.6189 -0.7516 -1.1624 1.8306 0.1407 -0.7747 -1.3881 -1.2896 -0.8644 53 0.2659 14.5401 1.37445261376763 1 1 1 1 2 2 2 4 4 4 487.148 512.316 527.174 7 7
"367" 1012 27 7 1993 9 1 2 3 1 1 3 2 1 1 1 2 1 1 2 1 2 1 1 15.75 0.6354 1.7993 0.5469 -0.9077 -0.0975 -0.5313 0.8605 -0.9169 0.8459 -0.0608 -0.4393 -0.821 0.1656 -0.4562 51 -0.0539 14.5401 1.37445261376763 1 1 1 1 2 2 2 3 2 2 595.454 604.696 631.982 8 7
"368" 1012 28 3 1993 9 1 2 3 1 1 2 2 2 2 2 2 2 4 2 3 3 4 2 16.08 1.4147 0.0914 0.5469 0.5289 0.4339 0.7331 -0.108 -0.1533 0.4683 0.5436 0.0646 -0.4352 -0.4673 0.8934 70 0.5841 14.5401 1.37445261376763 1 1 1 1 1 2 2 3 2 3 472.312 542.616 549.178 7 5
"369" 1012 30 4 1993 9 1 2 3 2 NA 3 2 3 3 1 3 2 2 2 1 3 2 2 16 0.1906 1.7993 1.0216 -0.4112 0.8847 1.6189 0.8605 1.118 -1.8697 1.4775 2.449 0.5091 0.6661 1.1332 16 -1.2438 14.5401 1.37445261376763 1 1 1 1 1 2 2 2 2 2 539.656 543.784 616.97 7 7
"370" 1012 31 4 1993 9 1 2 3 2 3 3 2 3 3 2 3 1 3 4 2 3 3 2 16 -0.4363 1.1741 0.5469 -0.9077 0.6785 -0.7351 0.8605 -0.4746 -1.359 0.1407 -0.4393 -0.4352 -0.6255 -0.8644 43 -1.0421 14.5401 1.37445261376763 1 1 1 1 2 2 2 3 3 3 528.752 601.74 629.56 8 7
"371" 1012 33 1 1994 8 1 2 3 1 3 4 3 2 2 3 2 2 4 1 2 3 4 3 15.25 0.1906 0.8015 -0.5047 -0.4112 -0.0975 1.6189 -1.4169 -3.2265 -0.7797 -0.6951 -1.344 -0.4352 -1.2896 -0.8644 43 -0.5344 17.0166 1.60855223467777 1 1 1 2 2 2 2 3 3 3 330.66 395.398 304.494 5 5
"372" 1012 34 8 1993 9 1 2 3 1 4 3 3 4 2 3 3 2 2 3 2 3 2 3 15.67 -0.4363 0.0914 1.0216 0.0508 0.4098 NA NA -0.8022 -1.359 -0.2655 0.4111 -0.821 0 0.9701 29 -0.7967 14.5401 1.37445261376763 1 1 1 1 2 2 2 3 3 3 455.48 515.432 456.304 7 7
"373" 1012 35 4 1993 9 1 2 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 16 1.4147 0.8015 1.2324 -1.9204 -0.0975 0.2774 -0.108 -3.2265 0.4683 -2.4947 -0.2726 -2.9887 -2.8994 -1.8467 38 -0.5972 14.5401 1.37445261376763 1 1 1 1 2 2 2 4 4 4 394.392 479.834 450.988 5 5
"374" 1013 1 12 1993 9 1 1 3 1 2 3 2 3 2 1 2 2 1 3 3 3 3 2 15.33 -1.1425 0.8015 -0.5047 -0.4112 0.4339 -1.1129 -0.7516 1.118 -0.7797 0.3405 0.4111 0.0185 -0.6255 0.7472 53 0.3413 13.9812 1.32162068236175 1 1 1 1 1 2 2 3 2 3 477.416 463.866 484.558 9 8
"375" 1013 2 7 1993 9 1 1 2 2 1 2 4 1 3 1 4 2 3 2 3 4 3 3 15.75 -1.3531 0.8015 -0.3689 0.3515 0.4339 -0.7351 -0.7516 0.417 -0.4797 1.8072 -0.9506 -0.821 -0.3082 -0.0497 71 1.1018 13.9812 1.32162068236175 1 1 1 1 2 2 2 2 1 1 620.726 638.036 677.86 9 9
"376" 1013 3 10 1993 9 1 1 3 1 1 2 3 2 2 3 4 4 4 3 2 4 1 2 15.5 1.4147 0.0914 0.4122 0.1513 0.1155 1.6189 -0.7516 0.6743 -0.1771 0.1407 0.7648 1.0878 0.1656 0.2846 69 0.9613 13.9812 1.32162068236175 1 1 1 1 2 1 2 2 3 2 548.99 546.434 546.194 8 8
"377" 1013 4 2 1993 9 1 1 3 1 1 4 2 3 3 1 2 4 2 3 2 4 1 1 16.17 0.1906 0.4655 -0.105 -0.4112 -0.3782 -0.0459 -0.7516 0.2959 -0.1771 0.5436 0.4111 1.0878 0.6661 -0.2164 30 -0.374 13.9812 1.32162068236175 1 1 1 1 1 2 2 2 2 2 570.836 562.478 550.3 9 8
"378" 1013 5 11 1993 9 1 1 3 2 4 3 1 2 3 1 4 2 3 3 1 4 2 3 15.42 -0.4363 0.0914 -0.3689 -0.4112 -0.0975 -1.3011 NA 0.2959 -0.4797 1.2062 -0.9506 -1.1303 -0.3082 -0.0497 43 0.2963 13.9812 1.32162068236175 1 1 1 1 2 1 2 2 1 1 641.698 577.512 683.178 10 10
"379" 1013 6 1 1994 8 1 1 1 1 4 3 3 3 2 1 3 2 4 3 3 2 3 2 15.25 -0.4363 0.0914 -0.2364 -0.9077 -0.7921 -1.4978 -0.7516 -0.8022 0.4683 0.5436 0.0646 0.0185 -0.3082 -0.0497 53 0.3739 13.8109 1.3055224932073 1 1 1 1 1 2 2 3 2 2 546.61 570.034 546.57 9 9
"380" 1013 7 3 1993 9 1 1 3 1 1 3 1 3 3 1 3 2 2 3 2 3 2 2 16.08 -0.1488 0.8015 0.6903 -0.9077 0.7846 -0.7351 -0.108 0.0665 -0.4797 0.75 1.1426 -0.821 -0.8731 0.0805 85 1.2619 13.9812 1.32162068236175 1 1 1 1 1 1 2 3 3 3 618.896 612.33 630.588 8 9
"381" 1013 8 11 1993 9 1 1 2 1 1 2 2 3 1 2 2 2 1 2 1 3 1 1 15.42 -0.6915 0.0914 -0.105 -0.9077 0.1155 -1.3011 -0.7516 -0.6909 -0.1771 0.5436 0.4111 -0.4352 0.1656 -0.8644 53 -0.3253 13.9812 1.32162068236175 1 1 1 1 2 2 2 3 3 3 495.05 505.772 527.64 8 8
"382" 1013 9 9 1993 9 1 1 2 1 2 2 3 3 3 3 2 2 2 3 2 3 3 2 15.58 -0.1488 0.8015 0.5469 0.5289 1.4356 0.2774 -0.108 0.1798 0.8459 0.3405 -0.2726 -0.4352 0.1656 1.1332 38 -0.4279 13.9812 1.32162068236175 1 1 1 1 2 2 2 2 2 2 515.468 452.57 487.072 7 6
"383" 1013 10 1 1994 9 1 1 2 2 1 2 2 2 3 2 2 3 2 3 2 4 2 2 15.25 1.4147 0.0914 0.4122 -0.9077 0.2879 -1.3011 -0.108 -0.5824 3.0536 -0.0608 0.0646 -0.4352 0.1656 1.0494 43 0.6455 13.9812 1.32162068236175 1 1 1 1 2 2 2 3 2 3 506.41 510.058 514.958 8 8
"384" 1013 11 6 1993 9 1 1 3 2 1 2 1 2 1 2 3 3 2 3 2 3 1 2 15.83 -0.6915 0.4655 0.4122 -0.0907 -0.7921 -0.5313 -0.108 -1.6151 -0.4797 -0.0608 -0.2726 0.0185 -0.3082 0.7472 38 -1.4959 13.9812 1.32162068236175 1 1 1 1 1 1 2 2 1 1 530.718 517.144 506.472 9 8
"385" 1013 12 8 1993 9 1 1 3 1 1 2 3 2 2 2 2 2 2 2 2 2 2 2 15.67 0.6354 0.8015 0.6903 0.5289 1.0721 -0.9268 -0.108 -2.072 1.3021 -0.2655 -0.2726 0.0185 0.1656 0.675 43 0.5713 13.9812 1.32162068236175 1 1 1 1 2 2 2 3 2 3 480.274 473.368 455.37 7 7
"386" 1013 13 11 1993 9 1 1 3 1 1 3 2 2 2 1 3 1 2 2 2 2 3 3 15.42 -0.9244 0.4655 0.6903 1.1743 0.9802 -0.5313 -0.108 -0.5824 -1.0752 0.9681 0.9482 0.0185 0.1656 1.3213 64 -0.0855 13.9812 1.32162068236175 1 1 1 1 1 2 2 2 3 2 497.274 478.43 509.92 8 7
"387" 1013 15 6 1993 9 1 1 3 1 1 3 2 2 2 2 2 2 1 2 1 2 3 2 15.83 0.6354 0.4655 0.1525 -1.9204 0.1155 -1.4978 0.8605 -0.0441 0.1345 -0.0608 -1.1377 -1.1303 1.0386 -1.8467 59 -0.0741 13.9812 1.32162068236175 1 1 1 1 2 2 2 3 2 2 490.364 411.052 421.708 7 6
"388" 1013 16 6 1993 9 1 1 3 1 1 3 2 3 4 2 3 2 3 3 4 3 3 2 15.83 -0.4363 0.8015 -0.2364 -0.0907 0.1155 0.2774 -0.108 0.9601 0.1345 0.5436 -0.6061 1.0878 -0.3082 0.1892 56 0.8479 13.9812 1.32162068236175 1 1 1 1 2 1 2 2 2 1 548.912 555.546 549.924 8 8
"389" 1013 17 10 1993 9 1 1 3 1 1 2 2 2 2 1 3 2 2 3 2 3 2 2 15.5 0.6354 0.4655 -0.5047 -0.9077 -0.0975 -0.9268 -1.4169 0.6743 -0.4797 0.75 -0.2726 -0.4352 0.1656 0.1892 70 1.1593 13.9812 1.32162068236175 1 1 1 1 2 1 2 3 2 2 609.046 527.816 599.158 9 8
"390" 1013 18 2 1993 9 1 1 3 1 1 3 2 2 1 1 2 2 1 3 2 3 2 2 16.17 -0.1488 0.8015 -0.105 -0.9077 0.8847 0.2774 0.8605 0.417 1.3021 -0.477 -0.4393 -0.4352 -0.8731 -0.2164 55 0.5229 13.9812 1.32162068236175 1 1 1 2 2 2 2 2 2 2 564.798 549.548 573.424 8 9
"391" 1013 19 7 1993 9 1 1 3 1 4 3 2 3 2 1 2 2 2 2 2 3 3 1 15.75 -0.9244 0.3688 0.1525 -1.9204 -0.3782 -1.7136 -0.108 0.1798 0.8459 -0.2655 -1.344 -1.1303 -0.6255 -1.8467 43 -0.164 13.9812 1.32162068236175 1 1 1 1 1 2 2 3 2 4 573.458 517.3 546.756 9 9
"392" 1013 20 7 1993 9 1 1 3 1 1 2 1 2 2 1 1 1 3 4 4 2 2 4 15.75 0.1906 -0.3413 0.2807 -0.9077 -1.6448 -0.5313 -0.108 0.0665 0.1345 0.9681 0.7648 -1.1303 -1.7021 0.1892 34 0.0161 13.9812 1.32162068236175 1 1 1 1 2 1 2 3 3 2 618.422 635.776 653.058 7 7
"393" 1013 22 8 1993 9 1 2 3 4 3 2 1 1 2 1 1 1 1 2 2 1 1 1 15.67 1.4147 0.8015 0.6903 -1.9204 0.6536 -0.0459 0.8605 -1.8161 -1.0752 -0.2655 0.7648 -0.4352 0.1656 -0.0497 37 -1.1485 15.1919 1.43606623497063 1 1 1 1 2 2 2 4 1 2 486.986 479.366 487.076 6 8
"394" 1013 23 10 1993 9 1 2 3 1 1 3 2 2 2 1 2 2 2 2 2 3 2 2 15.5 1.4147 0.8015 -0.2364 -0.4112 -0.0975 -0.9268 -0.108 0.1798 -0.1771 0.9681 -0.1049 -0.4352 0.1656 0.2846 69 1.1305 15.1919 1.43606623497063 1 1 1 1 1 2 2 2 2 2 640.104 604.15 649.98 9 9
"395" 1013 26 3 1993 9 1 2 1 4 1 3 4 2 2 2 3 3 2 2 2 3 1 2 16.08 0.1906 1.1741 -0.3689 -0.0907 0.5626 0.2774 -0.7516 -1.1624 0.4683 0.3405 -0.1049 1.0878 0.1656 -1.8467 56 0.4602 15.1919 1.43606623497063 1 1 1 1 1 2 2 3 2 3 495.084 562.088 560.836 8 7
"396" 1013 28 11 1993 8 1 2 2 NA 1 3 3 2 2 1 3 3 1 3 3 3 3 2 15.42 -0.6915 0.0914 -0.105 -0.0907 0.2879 -1.1129 -0.108 0.0665 0.1345 1.2062 -0.9506 -1.3881 -0.3082 1.0494 38 -0.0576 17.7794 1.68065850999788 1 1 1 1 2 1 2 2 2 2 557.774 525.246 601.586 6 8
"397" 1013 29 4 1993 9 1 2 2 1 NA 4 2 4 4 1 2 2 2 1 1 3 1 1 16 0.1906 0.0914 1.2324 -0.9077 0.2879 1.6189 0.8605 -0.4746 -0.4797 -0.6951 -0.9506 -1.1303 -1.9487 0.2846 38 -0.3079 15.1919 1.43606623497063 1 1 1 1 1 2 2 4 4 4 428.302 445.56 408.002 6 6
"398" 1013 30 2 1993 9 1 2 3 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 16.17 NA NA 0.2807 0.3515 -0.3782 0.2774 0.8605 -1.0365 1.3021 -0.6951 -0.1049 -0.4352 0.1656 -1.8467 88 1.6771 15.1919 1.43606623497063 1 1 1 1 2 2 2 3 3 1 427.424 527.192 506.284 7 7
"399" 1013 31 2 1993 9 1 2 3 1 1 2 1 2 3 2 2 1 2 3 1 2 3 2 16.17 -0.1488 0.0914 -1.1099 -0.4112 -0.3782 -0.5313 -0.108 -0.9169 0.4683 -0.0608 -1.1377 -1.3881 -0.3082 -1.8467 71 1.1018 15.1919 1.43606623497063 1 1 1 1 2 2 2 2 1 2 546.39 592.002 647.93 7 9
"400" 1013 32 3 1993 9 1 2 3 1 1 3 2 2 2 1 2 2 1 2 2 2 2 2 16.08 -0.1488 0.4655 -0.3689 -1.9204 -0.3782 -0.5313 0.8605 -0.8022 1.3021 -0.0608 -1.1377 0.0185 1.0386 -1.8467 30 -0.457 15.1919 1.43606623497063 1 1 1 1 2 2 2 2 2 3 487.388 518.546 503.02 7 8
"401" 1013 33 11 1993 9 1 2 3 1 1 2 2 2 3 1 2 1 2 2 1 2 1 1 15.42 0.6354 0.4655 1.9375 0.1513 -0.0975 0.2774 0.8605 -2.072 0.4683 -0.2655 0.0646 -0.4352 0.6661 0.8194 37 0.005 15.1919 1.43606623497063 1 1 1 1 2 2 2 3 1 2 510.394 529.216 505.818 5 8
"402" 1013 34 4 1993 9 1 2 2 1 1 2 2 2 2 2 2 1 1 2 2 1 1 1 16 1.4147 0.4655 1.9375 0.1513 0.6785 1.6189 0.8605 -1.8161 0.8459 -0.6951 0.0646 NA 0.1656 0.5279 53 0.5556 15.1919 1.43606623497063 1 1 1 1 2 2 2 3 3 3 438.324 493.934 458.914 5 5
